1.00000E-01	1.43048E-03
1.10909E+00	1.20045E-03
2.11818E+00	8.86603E-04
3.12727E+00	5.82038E-04
4.13636E+00	3.55120E-04
5.14546E+00	2.09934E-04
6.15454E+00	1.23967E-04
7.16364E+00	7.43882E-05
8.17273E+00	4.57088E-05
9.18182E+00	2.88441E-05
1.01909E+01	1.86849E-05
1.12000E+01	1.23867E-05
1.22091E+01	8.39192E-06
1.32182E+01	5.79895E-06
1.42273E+01	4.08393E-06
1.52364E+01	2.92741E-06
1.62455E+01	2.13063E-06
1.72545E+01	1.57203E-06
1.82636E+01	1.17429E-06
1.92727E+01	8.86592E-07
2.02818E+01	6.76275E-07
2.12909E+01	5.20843E-07
2.23000E+01	4.04735E-07
2.33091E+01	3.17146E-07
2.43182E+01	2.50461E-07
2.53273E+01	1.99224E-07
2.63364E+01	1.59480E-07
2.73455E+01	1.28464E-07
2.83545E+01	1.04096E-07
2.93636E+01	8.48245E-08
3.03727E+01	6.94815E-08
3.13818E+01	5.71958E-08
3.23909E+01	4.73039E-08
3.34000E+01	3.92979E-08
3.44091E+01	3.27861E-08
3.54182E+01	2.74704E-08
3.64273E+01	2.31063E-08
3.74364E+01	1.95025E-08
3.84455E+01	1.65248E-08
3.94545E+01	1.40461E-08
4.04636E+01	1.19776E-08
4.14727E+01	1.02454E-08
4.24818E+01	8.78988E-09
4.34909E+01	7.56258E-09
4.45000E+01	6.52441E-09
4.55091E+01	5.64347E-09
4.65182E+01	4.89382E-09
4.75273E+01	4.25406E-09
4.85364E+01	3.70654E-09
4.95455E+01	3.23703E-09
5.05545E+01	2.83316E-09
5.15636E+01	2.48492E-09
5.25727E+01	2.18402E-09
5.35818E+01	1.92341E-09
5.45909E+01	1.69713E-09
5.56000E+01	1.50020E-09
5.66091E+01	1.32853E-09
5.76182E+01	1.17853E-09
5.86273E+01	1.04721E-09
5.96364E+01	9.32017E-10
6.06455E+01	8.30798E-10
6.16545E+01	7.41686E-10
6.26636E+01	6.63096E-10
6.36727E+01	5.93710E-10
6.46818E+01	5.32315E-10
6.56909E+01	4.77908E-10
6.67000E+01	4.29626E-10
6.77091E+01	3.86729E-10
6.87182E+01	3.48534E-10
6.97273E+01	3.14474E-10
7.07364E+01	2.84063E-10
7.17455E+01	2.56885E-10
7.27545E+01	2.32573E-10
7.37636E+01	2.10798E-10
7.47727E+01	1.91283E-10
7.57818E+01	1.73754E-10
7.67909E+01	1.57992E-10
7.78000E+01	1.43800E-10
7.88091E+01	1.31015E-10
7.98182E+01	1.19481E-10
8.08273E+01	1.09060E-10
8.18364E+01	9.96376E-11
8.28455E+01	9.11070E-11
8.38545E+01	8.33793E-11
8.48636E+01	7.63684E-11
8.58727E+01	7.00072E-11
8.68818E+01	6.42282E-11
8.78909E+01	5.89740E-11
8.89000E+01	5.41921E-11
8.99091E+01	4.98359E-11
9.09182E+01	4.58635E-11
9.19273E+01	4.22390E-11
9.29364E+01	3.89291E-11
9.39455E+01	3.59042E-11
9.49545E+01	3.31340E-11
9.59636E+01	3.06009E-11
9.69727E+01	2.82802E-11
9.79818E+01	2.61531E-11
9.89909E+01	2.42008E-11
1.00000E+02	2.24082E-11
